externalId,lat,lng,prefectureSlug,address,sourceUrl
osm:w1074699170,33.3236206,130.9090033,fukuoka,,https://www.openstreetmap.org/way/1074699170
osm:w1077394803,26.3606369,127.8441335,okinawa,,https://www.openstreetmap.org/way/1077394803
osm:w1080735502,33.2719186,131.1610075,oita,,https://www.openstreetmap.org/way/1080735502
osm:w1097399723,37.6837567,139.0587125,niigata,,https://www.openstreetmap.org/way/1097399723
osm:w1097437540,35.0051543,136.0755843,shiga,,https://www.openstreetmap.org/way/1097437540
osm:w1097470542,32.9577304,131.8819869,oita,,https://www.openstreetmap.org/way/1097470542
osm:w1097892840,32.9600089,131.9161102,oita,,https://www.openstreetmap.org/way/1097892840
osm:w1098221519,32.9519221,131.9065563,oita,,https://www.openstreetmap.org/way/1098221519
osm:w1106287744,34.2596265,133.779701,kagawa,,https://www.openstreetmap.org/way/1106287744
osm:w1108866488,35.7775561,139.4937792,saitama,,https://www.openstreetmap.org/way/1108866488
osm:w1108988782,32.5678095,131.6828077,miyazaki,,https://www.openstreetmap.org/way/1108988782
osm:w1132125826,36.3873179,140.5009816,ibaraki,,https://www.openstreetmap.org/way/1132125826
osm:w1132167101,36.4309545,140.5147953,ibaraki,,https://www.openstreetmap.org/way/1132167101
osm:w1132167103,36.4288407,140.517134,ibaraki,,https://www.openstreetmap.org/way/1132167103
osm:w1132434971,33.4949414,133.4135431,kochi,,https://www.openstreetmap.org/way/1132434971
osm:w1132434975,33.4932231,133.4107348,kochi,,https://www.openstreetmap.org/way/1132434975
osm:w1164345785,34.7044252,134.0555864,okayama,,https://www.openstreetmap.org/way/1164345785
osm:w1172414557,36.4141098,139.2734728,gunma,,https://www.openstreetmap.org/way/1172414557
osm:w1175949492,26.2890931,127.7767069,okinawa,,https://www.openstreetmap.org/way/1175949492
osm:w1195149578,36.2185674,133.307929,shimane,,https://www.openstreetmap.org/way/1195149578
osm:w1196996482,35.4229201,139.4842916,kanagawa,,https://www.openstreetmap.org/way/1196996482
osm:w1199993130,34.4238644,132.7463712,hiroshima,,https://www.openstreetmap.org/way/1199993130
osm:w1200969451,35.8874934,139.9347738,chiba,,https://www.openstreetmap.org/way/1200969451
osm:w1207229724,35.8391276,139.5518394,saitama,,https://www.openstreetmap.org/way/1207229724
osm:w1207229725,35.8390726,139.5511954,saitama,,https://www.openstreetmap.org/way/1207229725
osm:w1210038515,34.492967,136.6704777,mie,,https://www.openstreetmap.org/way/1210038515
osm:w1212545286,33.3474315,130.7281162,fukuoka,,https://www.openstreetmap.org/way/1212545286
osm:w1212545348,33.3482191,130.7298935,fukuoka,,https://www.openstreetmap.org/way/1212545348
osm:w1216179275,36.5141571,138.1277152,nagano,,https://www.openstreetmap.org/way/1216179275
osm:w1239533293,35.9228126,137.9899426,nagano,,https://www.openstreetmap.org/way/1239533293
osm:w1253983326,32.9177619,130.4728983,kumamoto,,https://www.openstreetmap.org/way/1253983326
osm:w1254004035,32.9209121,130.4612598,kumamoto,,https://www.openstreetmap.org/way/1254004035
osm:w1271956701,32.129373,131.5060823,miyazaki,,https://www.openstreetmap.org/way/1271956701
osm:w1272948109,34.8712239,137.0654542,aichi,,https://www.openstreetmap.org/way/1272948109
osm:w1281376365,35.9630514,139.4152843,saitama,,https://www.openstreetmap.org/way/1281376365
osm:w1282464378,36.2811484,139.3922764,gunma,,https://www.openstreetmap.org/way/1282464378
osm:w1284457669,36.2963926,139.3725692,gunma,,https://www.openstreetmap.org/way/1284457669
osm:w1299706195,36.2853144,139.3775795,gunma,,https://www.openstreetmap.org/way/1299706195
osm:w1313120800,35.8512447,139.9039166,chiba,,https://www.openstreetmap.org/way/1313120800
osm:w1321386275,36.4081278,140.5094101,ibaraki,,https://www.openstreetmap.org/way/1321386275
osm:w1321577817,36.4246706,140.5192558,ibaraki,,https://www.openstreetmap.org/way/1321577817
osm:w1327396972,35.7640829,139.6774788,tokyo,,https://www.openstreetmap.org/way/1327396972
osm:w1365698791,34.6852488,131.8404643,yamaguchi,,https://www.openstreetmap.org/way/1365698791
osm:w1366114702,34.67674,131.8438175,yamaguchi,,https://www.openstreetmap.org/way/1366114702
osm:w1366162992,34.6923234,131.8189187,yamaguchi,,https://www.openstreetmap.org/way/1366162992
osm:w1366711152,34.9006605,132.0721767,hiroshima,,https://www.openstreetmap.org/way/1366711152
osm:w1366730027,35.0056077,132.2096839,shimane,,https://www.openstreetmap.org/way/1366730027
osm:w1377154483,35.5934076,138.516729,yamanashi,,https://www.openstreetmap.org/way/1377154483
osm:w1389210322,35.0293622,136.0070591,shiga,,https://www.openstreetmap.org/way/1389210322
osm:w1395504257,34.4356892,132.0786221,hiroshima,,https://www.openstreetmap.org/way/1395504257
osm:w1419628421,34.9828958,136.1542552,shiga,,https://www.openstreetmap.org/way/1419628421
osm:w1434638982,34.5428378,135.555769,osaka,,https://www.openstreetmap.org/way/1434638982
osm:w1455743582,35.4329295,133.2388687,shimane,,https://www.openstreetmap.org/way/1455743582
osm:w1464356405,35.5129762,137.8153292,shizuoka,,https://www.openstreetmap.org/way/1464356405
osm:r11010238,36.3946865,139.297327,gunma,,https://www.openstreetmap.org/relation/11010238
